     Index              y_true              y_pred        descriptor_1        descriptor_2        descriptor_3        descriptor_4        descriptor_5        descriptor_6
       328   -0.6608336551E+01   -0.6565783712E+01    0.4641807249E+01    0.1133333333E+02    0.9074926254E+00    0.4066666667E+01    0.5265000000E+00    0.3503461563E+00
       329   -0.9875343343E+01   -0.8883710241E+01    0.1160451812E+02    0.1562666667E+02    0.3368573868E+00    0.1128000000E+02    0.9075000000E+00    0.5252543400E+00
       330   -0.8620040756E+01   -0.7559495999E+01    0.7736345414E+01    0.1598666667E+02    0.3221953255E+00    0.1173333333E+02    0.9075000000E+00    0.5281550129E+00
       331   -0.7163875379E+01   -0.6831271081E+01    0.5802259061E+01    0.1500000000E+02    0.3304893238E+00    0.1090666667E+02    0.9075000000E+00    0.4774439136E+00
       332   -0.6693147978E+01   -0.6406118748E+01    0.4641807249E+01    0.1470666667E+02    0.3283030853E+00    0.1072000000E+02    0.9075000000E+00    0.4609139944E+00
       333   -0.8564216667E+01   -0.8765080940E+01    0.1160451812E+02    0.1464000000E+02    0.3617137648E+00    0.1133333333E+02    0.1200000000E+01    0.4631667184E+00
       334   -0.7529829460E+01   -0.7456694116E+01    0.7736345414E+01    0.1404000000E+02    0.3908745247E+00    0.1061333333E+02    0.1200000000E+01    0.4354483124E+00
       335   -0.6872645311E+01   -0.6785843239E+01    0.5802259061E+01    0.1368000000E+02    0.3996097561E+00    0.1026666667E+02    0.1200000000E+01    0.4173338756E+00
       336   -0.6449593552E+01   -0.6366835486E+01    0.4641807249E+01    0.1269333333E+02    0.3970557308E+00    0.9546666667E+01    0.1200000000E+01    0.3993695101E+00
       337   -0.1064316884E+02   -0.9920109711E+01    0.1160451812E+02    0.2387179487E+02    0.1349440860E+01    0.8820512820E+01    0.8182500000E+00    0.4884411224E+00
       338   -0.8706146691E+01   -0.8622315332E+01    0.7736345414E+01    0.2320512821E+02    0.1367433628E+01    0.8205128205E+01    0.8182500000E+00    0.4780763591E+00
       339   -0.7921845461E+01   -0.7857057958E+01    0.5802259061E+01    0.2258974359E+02    0.1332045455E+01    0.8256410256E+01    0.8182500000E+00    0.4584104944E+00
       340   -0.7271927400E+01   -0.7461094018E+01    0.4641807249E+01    0.2207692308E+02    0.1391372093E+01    0.7692307692E+01    0.8182500000E+00    0.4472992996E+00
       341   -0.7847913845E+01   -0.8495240448E+01    0.1160451812E+02    0.1316000000E+02    0.6281947260E-01    0.1098666667E+02    0.2850000000E+00    0.5778583659E+00
       342   -0.7046572847E+01   -0.7192255072E+01    0.7736345414E+01    0.1246666667E+02    0.6468950750E-01    0.1034666667E+02    0.2850000000E+00    0.5612509770E+00
       343   -0.6571506853E+01   -0.6567203292E+01    0.5802259061E+01    0.1226666667E+02    0.7360174100E-01    0.9893333333E+01    0.2850000000E+00    0.5455487185E+00
       344   -0.6265244240E+01   -0.6234732573E+01    0.4641807249E+01    0.1170666667E+02    0.8665906500E-01    0.9040000000E+01    0.2850000000E+00    0.5332927816E+00
       345   -0.8241719463E+01   -0.8802810694E+01    0.1160451812E+02    0.1341333333E+02    0.3967960199E+00    0.1002666667E+02    0.1177500000E+01    0.4528083452E+00
       346   -0.7346280086E+01   -0.7458954019E+01    0.7736345414E+01    0.1296000000E+02    0.3977548919E+00    0.9680000000E+01    0.1177500000E+01    0.4273196295E+00
       347   -0.6841247760E+01   -0.6768340599E+01    0.5802259061E+01    0.1264000000E+02    0.3879408659E+00    0.9520000000E+01    0.1177500000E+01    0.4106450805E+00
       348   -0.6421552443E+01   -0.6385012775E+01    0.4641807249E+01    0.1197333333E+02    0.4200668896E+00    0.8773333333E+01    0.1177500000E+01    0.3936299809E+00
       349   -0.1109068191E+02   -0.1084906032E+02    0.1160451812E+02    0.2700000000E+02    0.1593402062E+01    0.4222222222E+01    0.3185555556E+00    0.4950004444E+00
       350   -0.8993760716E+01   -0.9474868705E+01    0.7736345414E+01    0.2555555556E+02    0.1625816993E+01    0.3444444444E+01    0.3185555556E+00    0.4851041560E+00
       351   -0.8026228293E+01   -0.8711865528E+01    0.5802259061E+01    0.2544444444E+02    0.1614376368E+01    0.3888888889E+01    0.3185555556E+00    0.4748772880E+00
       352   -0.7457896047E+01   -0.8220887552E+01    0.4641807249E+01    0.2438888889E+02    0.1611232877E+01    0.3555555556E+01    0.3185555556E+00    0.4616067793E+00
       353   -0.8643214569E+01   -0.8869893798E+01    0.7736345414E+01    0.2444444444E+02    0.1608359909E+01    0.5444444444E+01    0.4765384615E+00    0.3980584685E+00
       354   -0.7680789746E+01   -0.8133063495E+01    0.5802259061E+01    0.2316666667E+02    0.1632716346E+01    0.4777777778E+01    0.4765384615E+00    0.3802744562E+00
       355   -0.7157987308E+01   -0.7585837513E+01    0.4641807249E+01    0.2205555556E+02    0.1600000000E+01    0.4777777778E+01    0.4765384615E+00    0.3681246174E+00
       356   -0.9855463396E+01   -0.9306617403E+01    0.1160451812E+02    0.1605882353E+02    0.3928606357E+00    0.8588235294E+01    0.4150000000E+00    0.5969161811E+00
       357   -0.8152278240E+01   -0.7884481210E+01    0.7736345414E+01    0.1576470588E+02    0.3790161893E+00    0.8823529412E+01    0.4150000000E+00    0.5735606692E+00
       358   -0.7434635931E+01   -0.7160687944E+01    0.5802259061E+01    0.1552941176E+02    0.3664981037E+00    0.8901960784E+01    0.4150000000E+00    0.5565694739E+00
       359   -0.6977397576E+01   -0.6736529655E+01    0.4641807249E+01    0.1507843137E+02    0.3690885417E+00    0.8588235294E+01    0.4150000000E+00    0.5399003047E+00
       360   -0.9843137792E+01   -0.9300748996E+01    0.1160451812E+02    0.1387500000E+02    0.3328880866E+00    0.7000000000E+01    0.2600000000E+00    0.6181225743E+00
       361   -0.8456620806E+01   -0.8056710390E+01    0.7736345414E+01    0.1370000000E+02    0.3617915905E+00    0.6400000000E+01    0.2600000000E+00    0.6058464811E+00
       362   -0.7499707448E+01   -0.7395374927E+01    0.5802259061E+01    0.1285000000E+02    0.3710331384E+00    0.5550000000E+01    0.2600000000E+00    0.5775944362E+00
       363   -0.7030328758E+01   -0.6790095679E+01    0.4641807249E+01    0.1265000000E+02    0.3266930693E+00    0.6450000000E+01    0.2600000000E+00    0.5586936218E+00
       364   -0.7791704434E+01   -0.8267125077E+01    0.1160451812E+02    0.7071428571E+01    0.1157563452E+01    0.2142857143E+01    0.3725000000E+00    0.2212801195E+00
       365   -0.6974907560E+01   -0.6942265045E+01    0.7736345414E+01    0.6000000000E+01    0.1284311377E+01    0.1214285714E+01    0.3725000000E+00    0.2154672420E+00
       366   -0.6294097184E+01   -0.6200519711E+01    0.5802259061E+01    0.4821428571E+01    0.1418208955E+01    0.5714285714E+00    0.3725000000E+00    0.2119358036E+00
       367   -0.5877892499E+01   -0.5815397049E+01    0.4641807249E+01    0.5000000000E+01    0.1335539568E+01    0.7142857143E+00    0.3725000000E+00    0.1998751527E+00
       368   -0.9042671476E+01   -0.8328684050E+01    0.7736345414E+01    0.1607500000E+02    0.5459813084E+00    0.6550000000E+01    0.3680000000E+00    0.6064945342E+00
       369   -0.7890296129E+01   -0.7574065112E+01    0.5802259061E+01    0.1580000000E+02    0.5219651347E+00    0.6850000000E+01    0.3680000000E+00    0.5952773270E+00
       370   -0.7161578810E+01   -0.7149405870E+01    0.4641807249E+01    0.1507500000E+02    0.5394684385E+00    0.6250000000E+01    0.3680000000E+00    0.5723817768E+00
       371   -0.1016339623E+02   -0.9321534333E+01    0.1160451812E+02    0.1542500000E+02    0.3513636364E+00    0.8350000000E+01    0.2960000000E+00    0.6472442566E+00
       372   -0.8087757357E+01   -0.7864535024E+01    0.7736345414E+01    0.1540000000E+02    0.3249430894E+00    0.9050000000E+01    0.2960000000E+00    0.6299366468E+00
       373   -0.7519269571E+01   -0.7265101772E+01    0.5802259061E+01    0.1397500000E+02    0.3658781362E+00    0.7400000000E+01    0.2960000000E+00    0.6014868080E+00
       374   -0.7138142628E+01   -0.6995401001E+01    0.4641807249E+01    0.1392500000E+02    0.4079136691E+00    0.6500000000E+01    0.2960000000E+00    0.5882653541E+00
       375   -0.8665593437E+01   -0.8677652892E+01    0.1160451812E+02    0.1468750000E+02    0.2154344123E+00    0.1130000000E+02    0.7456000000E+00    0.5053999818E+00
       376   -0.7544563526E+01   -0.7344069624E+01    0.7736345414E+01    0.1458750000E+02    0.2101886792E+00    0.1130000000E+02    0.7456000000E+00    0.4931441628E+00
       377   -0.6898038045E+01   -0.6627098530E+01    0.5802259061E+01    0.1388750000E+02    0.2006846847E+00    0.1090000000E+02    0.7456000000E+00    0.4658218146E+00
       378   -0.6399134063E+01   -0.6211503648E+01    0.4641807249E+01    0.1370000000E+02    0.2060639269E+00    0.1067500000E+02    0.7456000000E+00    0.4449670678E+00
       379   -0.8537505599E+01   -0.8747991672E+01    0.1160451812E+02    0.1388750000E+02    0.2378558559E+00    0.1072500000E+02    0.8416000000E+00    0.5181398239E+00
       380   -0.7469642470E+01   -0.7429419251E+01    0.7736345414E+01    0.1371250000E+02    0.2379744526E+00    0.1060000000E+02    0.8416000000E+00    0.5076260157E+00
       381   -0.6792532585E+01   -0.6698328387E+01    0.5802259061E+01    0.1303750000E+02    0.2226295585E+00    0.1025000000E+02    0.8416000000E+00    0.4751685043E+00
       382   -0.6385910965E+01   -0.6326079784E+01    0.4641807249E+01    0.1258750000E+02    0.2427236581E+00    0.9675000000E+01    0.8416000000E+00    0.4632432515E+00
       383   -0.8485582612E+01   -0.8615157210E+01    0.1160451812E+02    0.1497727273E+02    0.1704479879E+00    0.1220454545E+02    0.7360000000E+00    0.5338556838E+00
       384   -0.7363757231E+01   -0.7266498619E+01    0.7736345414E+01    0.1457954545E+02    0.1614664587E+00    0.1202272727E+02    0.7360000000E+00    0.5158666331E+00
       385   -0.6776854130E+01   -0.6616504374E+01    0.5802259061E+01    0.1392045455E+02    0.1736274510E+00    0.1129545455E+02    0.7360000000E+00    0.4928049247E+00
       386   -0.6326662971E+01   -0.6231515893E+01    0.4641807249E+01    0.1387500000E+02    0.1862622951E+00    0.1106818182E+02    0.7360000000E+00    0.4790944411E+00
       387   -0.9031430462E+01   -0.8837425728E+01    0.1160451812E+02    0.1473529412E+02    0.2806493506E+00    0.9470588235E+01    0.5166666667E+00    0.4836447292E+00
       388   -0.7631099640E+01   -0.7529371819E+01    0.7736345414E+01    0.1436764706E+02    0.2865061475E+00    0.9058823529E+01    0.5166666667E+00    0.4652598638E+00
       389   -0.7008450361E+01   -0.6836332882E+01    0.5802259061E+01    0.1377941176E+02    0.2898504274E+00    0.8617647059E+01    0.5166666667E+00    0.4411578910E+00
       390   -0.6568818368E+01   -0.6378323755E+01    0.4641807249E+01    0.1366176471E+02    0.2778340517E+00    0.8794117647E+01    0.5166666667E+00    0.4288219885E+00
       391   -0.8808404150E+01   -0.8846467461E+01    0.1160451812E+02    0.1354411765E+02    0.3092934783E+00    0.8470588235E+01    0.5366666667E+00    0.4728901382E+00
       392   -0.7677901653E+01   -0.7514293596E+01    0.7736345414E+01    0.1295588235E+02    0.3103863636E+00    0.8058823529E+01    0.5366666667E+00    0.4560343242E+00
       393   -0.6945917896E+01   -0.6799888621E+01    0.5802259061E+01    0.1198529412E+02    0.3035626536E+00    0.7500000000E+01    0.5366666667E+00    0.4334041175E+00
       394   -0.6516167010E+01   -0.6348186486E+01    0.4641807249E+01    0.1213235294E+02    0.2864563107E+00    0.7823529412E+01    0.5366666667E+00    0.4196349849E+00
       395   -0.8696223570E+01   -0.9044168207E+01    0.7736345414E+01    0.2405000000E+02    0.1403125000E+01    0.5800000000E+01    0.4718750000E+00    0.5063948141E+00
       396   -0.7516907695E+01   -0.8231178276E+01    0.5802259061E+01    0.2280000000E+02    0.1428417582E+01    0.5500000000E+01    0.4718750000E+00    0.4832692768E+00
       397   -0.7286831555E+01   -0.7824797042E+01    0.4641807249E+01    0.2250000000E+02    0.1439331849E+01    0.5300000000E+01    0.4718750000E+00    0.4778264788E+00
       398   -0.8896162679E+01   -0.8904452845E+01    0.1160451812E+02    0.1280882353E+02    0.3526436782E+00    0.7764705882E+01    0.5933333333E+00    0.4773411139E+00
       399   -0.7565959537E+01   -0.7563626533E+01    0.7736345414E+01    0.1248529412E+02    0.3569575472E+00    0.7500000000E+01    0.5933333333E+00    0.4531638390E+00
       400   -0.6928735125E+01   -0.6787771143E+01    0.5802259061E+01    0.1167647059E+02    0.3194199243E+00    0.7500000000E+01    0.5933333333E+00    0.4356951646E+00
       401   -0.6487563870E+01   -0.6349610690E+01    0.4641807249E+01    0.1091176471E+02    0.3226450742E+00    0.7000000000E+01    0.5933333333E+00    0.4153013556E+00
       402   -0.7912954003E+01   -0.8670710676E+01    0.1160451812E+02    0.1445000000E+02    0.1491601732E+00    0.1262500000E+02    0.9440000000E+00    0.5766254354E+00
       403   -0.7014914300E+01   -0.7360972612E+01    0.7736345414E+01    0.1378750000E+02    0.1531215971E+00    0.1200000000E+02    0.9440000000E+00    0.5564213576E+00
       404   -0.6532934344E+01   -0.6687279430E+01    0.5802259061E+01    0.1371250000E+02    0.1604197080E+00    0.1185000000E+02    0.9440000000E+00    0.5363171470E+00
       405   -0.6288187203E+01   -0.6308361193E+01    0.4641807249E+01    0.1312500000E+02    0.1664823642E+00    0.1127500000E+02    0.9440000000E+00    0.5274078546E+00
       406   -0.7983367704E+01   -0.8648669954E+01    0.1160451812E+02    0.1540000000E+02    0.1843379366E+00    0.1235000000E+02    0.7440000000E+00    0.5370087552E+00
       407   -0.7207681472E+01   -0.7336604596E+01    0.7736345414E+01    0.1492500000E+02    0.1870913663E+00    0.1192500000E+02    0.7440000000E+00    0.5218404417E+00
       408   -0.6668304772E+01   -0.6663301445E+01    0.5802259061E+01    0.1483750000E+02    0.1874114671E+00    0.1185000000E+02    0.7440000000E+00    0.5084507771E+00
       409   -0.6319942448E+01   -0.6242621019E+01    0.4641807249E+01    0.1467500000E+02    0.1855242967E+00    0.1175000000E+02    0.7440000000E+00    0.4937411183E+00
       410   -0.8564308908E+01   -0.8878324361E+01    0.1160451812E+02    0.1531250000E+02    0.2422058824E+00    0.1227500000E+02    0.9760000000E+00    0.6002805874E+00
       411   -0.7509292389E+01   -0.7537967332E+01    0.7736345414E+01    0.1488750000E+02    0.2429747899E+00    0.1192500000E+02    0.9760000000E+00    0.5743298990E+00
       412   -0.6881325931E+01   -0.6886376621E+01    0.5802259061E+01    0.1463750000E+02    0.2492136752E+00    0.1165000000E+02    0.9760000000E+00    0.5648586441E+00
       413   -0.6537583518E+01   -0.6448319716E+01    0.4641807249E+01    0.1433750000E+02    0.2437870855E+00    0.1147500000E+02    0.9760000000E+00    0.5427863768E+00
       414   -0.1010794675E+02   -0.1008705356E+02    0.1160451812E+02    0.2534375000E+02    0.1542197531E+01    0.7125000000E+01    0.6714529915E+00    0.3918984729E+00
       415   -0.8477868157E+01   -0.8735691467E+01    0.7736345414E+01    0.2437500000E+02    0.1564223363E+01    0.6625000000E+01    0.6714529915E+00    0.3862042287E+00
       416   -0.7673147399E+01   -0.7962271723E+01    0.5802259061E+01    0.2356250000E+02    0.1544913679E+01    0.6625000000E+01    0.6714529915E+00    0.3736900294E+00
       417   -0.7162372083E+01   -0.7507134869E+01    0.4641807249E+01    0.2309375000E+02    0.1538062331E+01    0.6562500000E+01    0.6714529915E+00    0.3644520719E+00
       418   -0.8653091955E+01   -0.8903620285E+01    0.1160451812E+02    0.1555000000E+02    0.2844730491E+00    0.1215000000E+02    0.1040000000E+01    0.5767550785E+00
       419   -0.7539884127E+01   -0.7570951465E+01    0.7736345414E+01    0.1525000000E+02    0.2815422477E+00    0.1195000000E+02    0.1040000000E+01    0.5597910838E+00
       420   -0.6943281736E+01   -0.6876146227E+01    0.5802259061E+01    0.1520000000E+02    0.2781893004E+00    0.1195000000E+02    0.1040000000E+01    0.5395129299E+00
       421   -0.6535837992E+01   -0.6490413899E+01    0.4641807249E+01    0.1415000000E+02    0.2896551724E+00    0.1100000000E+02    0.1040000000E+01    0.5234679356E+00
       422   -0.8274088986E+01   -0.8864897114E+01    0.1160451812E+02    0.1502500000E+02    0.2356702748E+00    0.1212500000E+02    0.9760000000E+00    0.5971469855E+00
       423   -0.7366133783E+01   -0.7566149843E+01    0.7736345414E+01    0.1481250000E+02    0.2483277027E+00    0.1180000000E+02    0.9760000000E+00    0.5826571868E+00
       424   -0.6816757840E+01   -0.6903649461E+01    0.5802259061E+01    0.1452500000E+02    0.2521963824E+00    0.1152500000E+02    0.9760000000E+00    0.5697412439E+00
       425   -0.6451351396E+01   -0.6486199759E+01    0.4641807249E+01    0.1448750000E+02    0.2496891192E+00    0.1152500000E+02    0.9760000000E+00    0.5576891888E+00
       426   -0.9209932455E+01   -0.8701270558E+01    0.1160451812E+02    0.1351250000E+02    0.2447129630E+00    0.1042500000E+02    0.8560000000E+00    0.4887951030E+00
       427   -0.7545797041E+01   -0.7365304151E+01    0.7736345414E+01    0.1282500000E+02    0.2421853659E+00    0.9925000000E+01    0.8560000000E+00    0.4675990073E+00
       428   -0.6855696273E+01   -0.6706102550E+01    0.5802259061E+01    0.1193750000E+02    0.2590880503E+00    0.9050000000E+01    0.8560000000E+00    0.4420037272E+00
       429   -0.6442173600E+01   -0.6250247085E+01    0.4641807249E+01    0.1185000000E+02    0.2395353749E+00    0.9200000000E+01    0.8560000000E+00    0.4248346434E+00
       430   -0.7775641159E+01   -0.8499360932E+01    0.1160451812E+02    0.1373750000E+02    0.6677595630E-01    0.1197500000E+02    0.4160000000E+00    0.6007445517E+00
       431   -0.6962478766E+01   -0.7198025915E+01    0.7736345414E+01    0.1342500000E+02    0.6687791240E-01    0.1170000000E+02    0.4160000000E+00    0.5938194316E+00
       432   -0.6488405872E+01   -0.6534441414E+01    0.5802259061E+01    0.1320000000E+02    0.7097630330E-01    0.1140000000E+02    0.4160000000E+00    0.5739503840E+00
       433   -0.6220927524E+01   -0.6099853283E+01    0.4641807249E+01    0.1292500000E+02    0.6443368830E-01    0.1132500000E+02    0.4160000000E+00    0.5611354502E+00
       434   -0.9282131799E+01   -0.9089502377E+01    0.1160451812E+02    0.1403846154E+02    0.1956652949E+00    0.9769230769E+01    0.3100000000E+00    0.7219497189E+00
       435   -0.8096890047E+01   -0.7880463675E+01    0.7736345414E+01    0.1421153846E+02    0.2201084011E+00    0.9461538461E+01    0.3100000000E+00    0.7308537808E+00
       436   -0.7259959090E+01   -0.7161040876E+01    0.5802259061E+01    0.1363461538E+02    0.2194915254E+00    0.9115384615E+01    0.3100000000E+00    0.7009668397E+00
       437   -0.7022268329E+01   -0.6655391745E+01    0.4641807249E+01    0.1388461538E+02    0.1997226075E+00    0.9846153846E+01    0.3100000000E+00    0.6911386883E+00
       438   -0.9108266752E+01   -0.9222817243E+01    0.1160451812E+02    0.1400000000E+02    0.2617331499E+00    0.9038461539E+01    0.3175000000E+00    0.7332851177E+00
       439   -0.8024199618E+01   -0.7887054498E+01    0.7736345414E+01    0.1311538462E+02    0.2755066079E+00    0.8269230769E+01    0.3175000000E+00    0.7030229151E+00
       440   -0.7259808349E+01   -0.7222428518E+01    0.5802259061E+01    0.1296153846E+02    0.2816939079E+00    0.8076923077E+01    0.3175000000E+00    0.6884565619E+00
       441   -0.6852445083E+01   -0.6777801222E+01    0.4641807249E+01    0.1242307692E+02    0.2778294574E+00    0.7769230769E+01    0.3175000000E+00    0.6666313260E+00
       442   -0.9049368438E+01   -0.9077218241E+01    0.1160451812E+02    0.1369444444E+02    0.7586991870E+00    0.6166666667E+01    0.6186666667E+00    0.4267495369E+00
       443   -0.7665348612E+01   -0.7716726777E+01    0.7736345414E+01    0.1294444444E+02    0.7693763441E+00    0.5722222222E+01    0.6186666667E+00    0.4051406273E+00
       444   -0.7154923628E+01   -0.7012928951E+01    0.5802259061E+01    0.1258333333E+02    0.7801769912E+00    0.5666666667E+01    0.6186666667E+00    0.3983250998E+00
       445   -0.6743754188E+01   -0.6535825960E+01    0.4641807249E+01    0.1127777778E+02    0.7875555556E+00    0.5000000000E+01    0.6186666667E+00    0.3791823880E+00
       446   -0.1069283731E+02   -0.1022856236E+02    0.1160451812E+02    0.2343750000E+02    0.1640000000E+01    0.4125000000E+01    0.3827450980E+00    0.4017623543E+00
       447   -0.8464325163E+01   -0.8889979851E+01    0.7736345414E+01    0.2337500000E+02    0.1630294906E+01    0.4250000000E+01    0.3827450980E+00    0.3954109746E+00
       448   -0.7940764676E+01   -0.8093549082E+01    0.5802259061E+01    0.2212500000E+02    0.1626543909E+01    0.4125000000E+01    0.3827450980E+00    0.3914146688E+00
       449   -0.7377234886E+01   -0.7934015719E+01    0.4641807249E+01    0.2312500000E+02    0.1671897019E+01    0.3375000000E+01    0.3827450980E+00    0.3789518199E+00
       450   -0.1040031166E+02   -0.1060881393E+02    0.1160451812E+02    0.2580000000E+02    0.1360233010E+01    0.6400000000E+01    0.4660416667E+00    0.5743080092E+00
       451   -0.1020243821E+02   -0.9161558255E+01    0.7736345414E+01    0.2455000000E+02    0.1360897959E+01    0.6300000000E+01    0.4660416667E+00    0.5725758224E+00
       452   -0.7943072820E+01   -0.8416538269E+01    0.5802259061E+01    0.2465000000E+02    0.1375406504E+01    0.6600000000E+01    0.4660416667E+00    0.5488860239E+00
       453   -0.7396214734E+01   -0.7942638181E+01    0.4641807249E+01    0.2310000000E+02    0.1391778742E+01    0.5700000000E+01    0.4660416667E+00    0.5272558253E+00
       454   -0.7967966325E+01   -0.8807318760E+01    0.1160451812E+02    0.1416250000E+02    0.1792049470E+00    0.1232500000E+02    0.1104000000E+01    0.5991280865E+00
       455   -0.7095106101E+01   -0.7488527628E+01    0.7736345414E+01    0.1388750000E+02    0.1802702703E+00    0.1207500000E+02    0.1104000000E+01    0.5835366336E+00
       456   -0.6552591256E+01   -0.6824633939E+01    0.5802259061E+01    0.1358750000E+02    0.1817127072E+00    0.1180000000E+02    0.1104000000E+01    0.5702806832E+00
       457   -0.6257023706E+01   -0.6428177258E+01    0.4641807249E+01    0.1332500000E+02    0.1917746479E+00    0.1147500000E+02    0.1104000000E+01    0.5554465605E+00
       458   -0.7807392454E+01   -0.8455799763E+01    0.1160451812E+02    0.1347500000E+02    0.4874651810E-01    0.1160000000E+02    0.2800000000E+00    0.5935779076E+00
       459   -0.6975024030E+01   -0.7121681392E+01    0.7736345414E+01    0.1285000000E+02    0.4703018500E-01    0.1112500000E+02    0.2800000000E+00    0.5716968494E+00
       460   -0.6509756710E+01   -0.6476334120E+01    0.5802259061E+01    0.1262500000E+02    0.4995044600E-01    0.1082500000E+02    0.2800000000E+00    0.5607228112E+00
       461   -0.6213954312E+01   -0.6073877060E+01    0.4641807249E+01    0.1205000000E+02    0.5015576320E-01    0.1032500000E+02    0.2800000000E+00    0.5451315825E+00
       462   -0.9034082999E+01   -0.9353932862E+01    0.1160451812E+02    0.1465714286E+02    0.6306640625E+00    0.4400000000E+01    0.3006666667E+00    0.3957250017E+00
       463   -0.7729206624E+01   -0.7931726522E+01    0.7736345414E+01    0.1425714286E+02    0.6078514056E+00    0.4685714286E+01    0.3006666667E+00    0.3823072388E+00
       464   -0.7071152359E+01   -0.7241643893E+01    0.5802259061E+01    0.1354285714E+02    0.6211416490E+00    0.4228571429E+01    0.3006666667E+00    0.3683816424E+00
       465   -0.6676267280E+01   -0.6808591498E+01    0.4641807249E+01    0.1294285714E+02    0.6330752212E+00    0.3885714286E+01    0.3006666667E+00    0.3561220425E+00
       466   -0.7941726271E+01   -0.8246474230E+01    0.1160451812E+02    0.8200000000E+01    0.1233725490E+01    0.2880000000E+01    0.4420000000E+00    0.2020961248E+00
       467   -0.6998259367E+01   -0.6907698067E+01    0.7736345414E+01    0.6520000000E+01    0.1485061728E+01    0.1360000000E+01    0.4420000000E+00    0.1977487795E+00
       468   -0.6450176963E+01   -0.6266638947E+01    0.5802259061E+01    0.6520000000E+01    0.1457160494E+01    0.1280000000E+01    0.4420000000E+00    0.1888518314E+00
       469   -0.6189789982E+01   -0.5866526678E+01    0.4641807249E+01    0.6600000000E+01    0.1478170732E+01    0.1360000000E+01    0.4420000000E+00    0.1897571545E+00
       470   -0.9054932768E+01   -0.9364098668E+01    0.1160451812E+02    0.1451428571E+02    0.6134516765E+00    0.4342857143E+01    0.2900000000E+00    0.4043657962E+00
       471   -0.7657732951E+01   -0.8007972350E+01    0.7736345414E+01    0.1434285714E+02    0.5979441118E+00    0.4457142857E+01    0.2900000000E+00    0.3942857372E+00
       472   -0.7158691622E+01   -0.7249949540E+01    0.5802259061E+01    0.1388571429E+02    0.5864329897E+00    0.4571428571E+01    0.2900000000E+00    0.3783200895E+00
       473   -0.6723959892E+01   -0.6877832538E+01    0.4641807249E+01    0.1294285714E+02    0.6318362832E+00    0.3600000000E+01    0.2900000000E+00    0.3665352673E+00
       474   -0.9275595950E+01   -0.9382670451E+01    0.1160451812E+02    0.1172000000E+02    0.6296575342E+00    0.2560000000E+01    0.1910000000E+00    0.4594662587E+00
       475   -0.7867626494E+01   -0.7931714916E+01    0.7736345414E+01    0.1052000000E+02    0.6183206107E+00    0.2240000000E+01    0.1910000000E+00    0.4296579342E+00
       476   -0.7224484361E+01   -0.7239091238E+01    0.5802259061E+01    0.1056000000E+02    0.5974904943E+00    0.2400000000E+01    0.1910000000E+00    0.4162106574E+00
       477   -0.6749545676E+01   -0.6784103017E+01    0.4641807249E+01    0.1028000000E+02    0.5842187500E+00    0.2400000000E+01    0.1910000000E+00    0.3992671638E+00
       478   -0.9632709552E+01   -0.1017363387E+02    0.1160451812E+02    0.2476000000E+02    0.1497346278E+01    0.6720000000E+01    0.6539772727E+00    0.4316207059E+00
       479   -0.8399431489E+01   -0.8723271478E+01    0.7736345414E+01    0.2376000000E+02    0.1462091062E+01    0.6800000000E+01    0.6539772727E+00    0.4218936528E+00
       480   -0.7725630884E+01   -0.8044046230E+01    0.5802259061E+01    0.2400000000E+02    0.1459332220E+01    0.7040000000E+01    0.6539772727E+00    0.4129646364E+00
       481   -0.7275255029E+01   -0.7672292826E+01    0.4641807249E+01    0.2352000000E+02    0.1517069847E+01    0.6400000000E+01    0.6539772727E+00    0.4043793813E+00
       482   -0.1063479777E+02   -0.9894449646E+01    0.1160451812E+02    0.2622000000E+02    0.1093427481E+01    0.1260000000E+02    0.1067000000E+01    0.5608160755E+00
       483   -0.8487798480E+01   -0.8482406671E+01    0.7736345414E+01    0.2452000000E+02    0.1068187755E+01    0.1196000000E+02    0.1067000000E+01    0.5506649023E+00
       484   -0.7720189726E+01   -0.7760479790E+01    0.5802259061E+01    0.2452000000E+02    0.1045420408E+01    0.1220000000E+02    0.1067000000E+01    0.5323256250E+00
       485   -0.7229516574E+01   -0.7278572179E+01    0.4641807249E+01    0.2404000000E+02    0.1041557036E+01    0.1224000000E+02    0.1067000000E+01    0.5206265116E+00
       486   -0.8792038015E+01   -0.9349232943E+01    0.1160451812E+02    0.1232000000E+02    0.6898697068E+00    0.2480000000E+01    0.2065000000E+00    0.4032262363E+00
       487   -0.7690440152E+01   -0.7915650385E+01    0.7736345414E+01    0.1112000000E+02    0.6786281588E+00    0.2240000000E+01    0.2065000000E+00    0.3896291728E+00
       488   -0.7038085287E+01   -0.7133912212E+01    0.5802259061E+01    0.1084000000E+02    0.6560740741E+00    0.2640000000E+01    0.2065000000E+00    0.3748384947E+00
       489   -0.6707876179E+01   -0.6682387870E+01    0.4641807249E+01    0.1024000000E+02    0.6317254902E+00    0.2480000000E+01    0.2065000000E+00    0.3635375064E+00
       490   -0.1015367091E+02   -0.9972259877E+01    0.1160451812E+02    0.2504444444E+02    0.1280248668E+01    0.1031111111E+02    0.9333333333E+00    0.5335154666E+00
       491   -0.9412589980E+01   -0.8693663488E+01    0.7736345414E+01    0.2535555556E+02    0.1283140351E+01    0.1044444444E+02    0.9333333333E+00    0.5357935459E+00
